,depature_date,hotel_name,reg,types,room-type,Sales Person ,sales
720,2024-03-10,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,3750.0
721,2024-03-10,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Leo,23530.0
722,2024-03-10,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,13650.0
723,2024-03-10,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,21157.5
724,2024-03-10,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,21157.5
725,2024-03-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,1355.0
726,2024-03-10,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,1250.0
727,2024-03-10,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,10307.5
728,2024-03-10,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,9270.0
729,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,1315.0
730,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,8547.5
731,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,8010.0
732,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6695.0
733,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,6695.0
734,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,18540.0
735,2024-03-10,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,3090.0
736,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,7315.0
737,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,12900.0
738,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Leo,16290.0
739,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,5967.5
740,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,14647.5
741,2024-03-11,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,11392.5
742,2024-03-11,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,4602.5
743,2024-03-11,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,14647.5
744,2024-03-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,11617.5
745,2024-03-11,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,4602.5
746,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,6875.0
747,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,14952.5
748,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,8130.0
749,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,8240.0
750,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,8680.0
751,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,6510.0
752,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,25040.0
753,2024-03-12,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,19530.0
754,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,10320.0
755,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,33970.0
756,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,5665.0
757,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,8240.0
758,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,19530.0
759,2024-03-12,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,19530.0
760,2024-03-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,18020.0
761,2024-03-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6420.0
762,2024-03-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,8680.0
763,2024-03-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,42942.5
764,2024-03-12,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,24720.0
765,2024-03-13,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,9862.5
766,2024-03-13,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,21022.5
767,2024-03-13,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,7725.0
768,2024-03-13,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,8137.5
769,2024-03-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,8680.0
770,2024-03-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,16350.0
771,2024-03-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,15965.0
772,2024-03-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,47895.0
773,2024-03-13,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,47587.5
774,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,5625.0
775,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,6250.0
776,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5625.0
777,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,5425.0
778,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,18780.0
779,2024-03-15,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,17015.0
780,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,12320.0
781,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,13482.5
782,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,21772.5
783,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,15650.0
784,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,6750.0
785,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,10575.0
786,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,34815.0
787,2024-03-15,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,16275.0
788,2024-03-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,677.5
789,2024-03-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,697.5
790,2024-03-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,515.0
791,2024-03-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,5150.0
792,2024-03-15,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,16995.0
793,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,10280.0
794,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,8547.5
795,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,9205.0
796,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,29530.0
797,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,22785.0
798,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,43942.5
799,2024-03-16,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,3130.0
800,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,6575.0
801,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Derek,32680.0
802,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,1085.0
803,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,7875.0
804,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,15387.5
805,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,3090.0
806,2024-03-16,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,21630.0
807,2024-03-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,21320.0
808,2024-03-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,7052.5
809,2024-03-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1085.0
810,2024-03-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,11392.5
811,2024-03-16,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,3295.0
812,2024-03-17,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,4515.0
813,2024-03-17,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,5697.5
814,2024-03-17,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,13180.0
815,2024-03-17,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,10815.0
816,2024-03-17,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,657.5
817,2024-03-17,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,657.5
818,2024-03-17,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,5160.0
819,2024-03-17,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,4120.0
820,2024-03-17,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,13180.0
821,2024-03-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,4602.5
822,2024-03-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,4602.5
823,2024-03-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,4120.0
824,2024-03-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,1545.0
825,2024-03-17,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,24412.5
826,2024-03-18,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,8025.0
827,2024-03-18,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,37432.5
828,2024-03-18,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,10462.5
829,2024-03-18,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8325.0
830,2024-03-18,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,11845.0
831,2024-03-18,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,7725.0
832,2024-03-18,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,24412.5
833,2024-03-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,5260.0
834,2024-03-18,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,5420.0
835,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,3830.0
836,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,6935.0
837,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,2500.0
838,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,5465.0
839,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,3782.5
840,2024-03-19,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,8680.0
841,2024-03-19,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,7825.0
842,2024-03-19,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,9822.5
843,2024-03-19,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2060.0
844,2024-03-19,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,13020.0
845,2024-03-19,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,6180.0
846,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,5420.0
847,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,1972.5
848,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Derek,6880.0
849,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,6880.0
850,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,1085.0
851,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,1687.5
852,2024-03-19,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,6510.0
853,2024-03-20,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8750.0
854,2024-03-20,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,4882.5
855,2024-03-20,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1972.5
856,2024-03-20,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,1972.5
857,2024-03-20,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,7210.0
858,2024-03-20,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,1605.0
859,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,9485.0
860,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,1545.0
861,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,3172.5
862,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,7490.0
863,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,9517.5
864,2024-03-20,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,4695.0
865,2024-03-21,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,13450.0
866,2024-03-21,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6187.5
867,2024-03-21,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,32665.0
868,2024-03-21,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,7232.5
869,2024-03-21,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,7452.5
870,2024-03-21,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,5665.0
871,2024-03-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,13682.5
872,2024-03-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,5967.5
873,2024-03-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,5150.0
874,2024-03-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,16995.0
875,2024-03-21,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,17215.0
876,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,5917.5
877,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Leo,15480.0
878,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,4882.5
879,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,15100.0
880,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,17680.0
881,2024-03-22,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,24720.0
882,2024-03-22,"Lexis Suites, Penang",North,City Hotel ,Royal Suite ,Leo,20640.0
883,2024-03-22,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,18540.0
884,2024-03-22,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,44580.0
885,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,16757.5
886,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,10000.0
887,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,4882.5
888,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,8560.0
889,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,8680.0
890,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,49760.0
891,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,14647.5
892,2024-03-22,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,14827.5
893,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,5000.0
894,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,9675.0
895,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,49510.0
896,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,8137.5
897,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,4120.0
898,2024-03-23,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,7725.0
899,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,10162.5
900,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,5000.0
901,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,15160.0
902,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8240.0
903,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,6695.0
904,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,24412.5
905,2024-03-23,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,23175.0
906,2024-03-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,10520.0
907,2024-03-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,6695.0
908,2024-03-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,6695.0
909,2024-03-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Amy,23475.0
910,2024-03-23,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,47895.0
911,2024-03-24,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,2060.0
912,2024-03-24,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,7347.5
913,2024-03-24,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2575.0
914,2024-03-24,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,13905.0
915,2024-03-24,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,14497.5
916,2024-03-24,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,2580.0
917,2024-03-24,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,2630.0
918,2024-03-24,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,2060.0
919,2024-03-24,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,2170.0
920,2024-03-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,2580.0
921,2024-03-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,5160.0
922,2024-03-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,4390.0
923,2024-03-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,7725.0
924,2024-03-24,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,7725.0
925,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,2032.5
926,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Derek,25340.0
927,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,15890.0
928,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,8755.0
929,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,9885.0
930,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,9765.0
931,2024-03-25,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,35117.5
932,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,3750.0
933,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,10520.0
934,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,8240.0
935,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,9390.0
936,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,7210.0
937,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Studio,Amy,13905.0
938,2024-03-25,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,26360.0
939,2024-03-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,8750.0
940,2024-03-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,9205.0
941,2024-03-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,4717.5
942,2024-03-25,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,9765.0
943,2024-03-26,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,8520.0
944,2024-03-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,6180.0
945,2024-03-26,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,1030.0
946,2024-03-26,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,1250.0
947,2024-03-26,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,7635.0
948,2024-03-26,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,1030.0
949,2024-03-26,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,3172.5
950,2024-03-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,625.0
951,2024-03-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Leo,1810.0
952,2024-03-26,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,18540.0
953,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,10520.0
954,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,10000.0
955,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,3797.5
956,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,8680.0
957,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Amy,11392.5
958,2024-03-27,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,10955.0
959,2024-03-27,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,10000.0
960,2024-03-27,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,4882.5
961,2024-03-27,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,10815.0
962,2024-03-27,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,25040.0
963,2024-03-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,10840.0
964,2024-03-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,3797.5
965,2024-03-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,9320.0
966,2024-03-27,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,11392.5
967,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,5820.0
968,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,6875.0
969,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,7232.5
970,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,1085.0
971,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,8920.0
972,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2142.5
973,2024-03-28,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,20580.0
974,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,1935.0
975,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,3870.0
976,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Leo,6875.0
977,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Amy,2107.5
978,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Derek,9057.5
979,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,3797.5
980,2024-03-28,"Lexis Suites, Penang",North,City Hotel ,Studio,Leo,1545.0
981,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Derek,7452.5
982,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6617.5
983,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Royal Suite ,Amy,5160.0
984,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Amy,3172.5
985,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Derek,9222.5
986,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Single Room,Leo,9785.0
987,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,27392.5
988,2024-03-28,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Leo,16147.5
989,2024-03-29,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Amy,5000.0
990,2024-03-29,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,16417.5
991,2024-03-29,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,4120.0
992,2024-03-29,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,1647.5
993,2024-03-29,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,5260.0
994,2024-03-29,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Derek,5260.0
995,2024-03-29,"Lexis Suites, Penang",North,City Hotel ,Single Room,Leo,4895.0
996,2024-03-29,"Lexis Suites, Penang",North,City Hotel ,Studio,Derek,1545.0
997,2024-03-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Amy,5805.0
998,2024-03-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Deluxe Room,Leo,6250.0
999,2024-03-29,"The Hilton, Kuala Lumpur",Central,City Hotel ,Studio,Derek,14647.5
1000,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Derek,20877.5
1001,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Deluxe Room,Leo,5625.0
1002,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Royal Suite ,Amy,6880.0
1003,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Amy,3050.0
1004,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Derek,10300.0
1005,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Single Room,Leo,2712.5
1006,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Derek,7725.0
1007,2024-03-30,"Le Méridien, Sabah",East,Resort Hotel ,Studio,Leo,21157.5
1008,2024-03-30,"Lexis Suites, Penang",North,City Hotel ,Deluxe Room,Amy,15057.5
